##fileformat=VCFv4.2
##FILTER=<ID=PASS,Description="All filters passed">
##ALT=<ID=INV,Description="Inversion">
##FILTER=<ID=ASSEMBLY_ONLY,Description="Variant is supported only by assembly evidence.">
##FILTER=<ID=ASSEMBLY_TOO_FEW_READ,Description="Not enough reads contribute to this assembly as specified by 'assembly.minReads'">
##FILTER=<ID=ASSEMBLY_TOO_SHORT,Description="This assembly is shorter than a read length">
##FILTER=<ID=LOW_BREAKPOINT_SUPPORT,Description="Does not reach the required threshold quality for calling as specified by 'variantcalling.minScore'">
##FILTER=<ID=LOW_QUAL,Description="Low quality call as specified by 'variantcalling.lowQuality'">
##FILTER=<ID=NO_ASSEMBLY,Description="No assembly supporting this variant could be found.">
##FILTER=<ID=REF,Description="Breakpoint corresponds to reference allele">
##FILTER=<ID=SINGLE_ASSEMBLY,Description="Only one side of the breakpoint could be assembled.">
##FILTER=<ID=SINGLE_SUPPORT,Description="Supported by a single read or read pair only.">
##FILTER=<ID=SMALL_EVENT,Description="Event size is smaller than the minimum reportable size specified by 'variantcalling.minSize'">
##FORMAT=<ID=ASQ,Number=1,Type=Float,Description="Pro-rata quality score contribution of assemblies supporting breakpoint">
##FORMAT=<ID=ASRP,Number=1,Type=Integer,Description="Count of read pairs incorporated into any breakpoint assembly">
##FORMAT=<ID=ASSR,Number=1,Type=Integer,Description="Count of split, soft clipped or indel-containing reads incorporated into any breakpoint assemblies">
##FORMAT=<ID=BAQ,Number=1,Type=Float,Description="Pro-rata quality score contribution of assemblies supporting just local breakend">
##FORMAT=<ID=BQ,Number=1,Type=Float,Description="Quality score of breakend evidence after evidence reallocation">
##FORMAT=<ID=BSC,Number=1,Type=Integer,Description="Count of soft clips supporting just local breakend per category">
##FORMAT=<ID=BSCQ,Number=1,Type=Float,Description="Quality score of soft clips supporting just local breakend per category">
##FORMAT=<ID=BUM,Number=1,Type=Integer,Description="Count of read pairs (with one read unmapped) supporting just local breakend per category">
##FORMAT=<ID=BUMQ,Number=1,Type=Float,Description="Quality score of read pairs (with one read unmapped) supporting just local breakend per category">
##FORMAT=<ID=CASQ,Number=1,Type=Float,Description="Pro-rata quality score of complex compound breakpoint assemblies supporting breakpoint from elsewhere">
##FORMAT=<ID=GT,Number=1,Type=String,Description="Genotype">
##FORMAT=<ID=IC,Number=1,Type=Integer,Description="Count of read indels supporting breakpoint per category">
##FORMAT=<ID=IQ,Number=1,Type=Float,Description="Quality score of read indels supporting breakpoint per category">
##FORMAT=<ID=QUAL,Number=1,Type=Float,Description="Quality score of breakend evidence after evidence reallocation">
##FORMAT=<ID=RASQ,Number=1,Type=Float,Description="Pro-rata quality score contribution of assemblies supporting breakpoint from remote breakend">
##FORMAT=<ID=REF,Number=1,Type=Integer,Description="Count of reads mapping across this breakend">
##FORMAT=<ID=REFPAIR,Number=1,Type=Integer,Description="Count of reference read pairs spanning this breakpoint supporting the reference allele">
##FORMAT=<ID=RP,Number=1,Type=Integer,Description="Count of read pairs supporting breakpoint per category">
##FORMAT=<ID=RPQ,Number=1,Type=Float,Description="Quality score of read pairs supporting breakpoint per category">
##FORMAT=<ID=SR,Number=1,Type=Integer,Description="Count of split reads supporting breakpoint per category">
##FORMAT=<ID=SRQ,Number=1,Type=Float,Description="Quality score of split reads supporting breakpoint per category">
##INFO=<ID=AS,Number=1,Type=Integer,Description="Count of assemblies supporting breakpoint">
##INFO=<ID=ASQ,Number=1,Type=Float,Description="Quality score of assemblies supporting breakpoint">
##INFO=<ID=ASRP,Number=1,Type=Integer,Description="Count of read pairs incorporated into any breakpoint assembly">
##INFO=<ID=ASSR,Number=1,Type=Integer,Description="Count of split, soft clipped or indel-containing reads incorporated into any breakpoint assemblies">
##INFO=<ID=BA,Number=1,Type=Integer,Description="Count of assemblies supporting just local breakend">
##INFO=<ID=BAQ,Number=1,Type=Float,Description="Quality score of assemblies supporting just local breakend">
##INFO=<ID=BEID,Number=.,Type=String,Description="Breakend assemblies contributing support to the breakpoint.">
##INFO=<ID=BQ,Number=1,Type=Float,Description="Quality score of breakend evidence">
##INFO=<ID=BSC,Number=1,Type=Integer,Description="Count of soft clips supporting just local breakend">
##INFO=<ID=BSCQ,Number=1,Type=Float,Description="Quality score of soft clips supporting just local breakend">
##INFO=<ID=BUM,Number=1,Type=Integer,Description="Count of read pairs (with one read unmapped) supporting just local breakend">
##INFO=<ID=BUMQ,Number=1,Type=Float,Description="Quality score of read pairs (with one read unmapped) supporting just local breakend">
##INFO=<ID=CAS,Number=1,Type=Integer,Description="Count of complex compound breakpoint assemblies supporting breakpoint from elsewhere">
##INFO=<ID=CASQ,Number=1,Type=Float,Description="Quality score of complex compound breakpoint assemblies supporting breakpoint from elsewhere">
##INFO=<ID=CIEND,Number=2,Type=Integer,Description="Confidence interval around END for imprecise variants">
##INFO=<ID=CIPOS,Number=2,Type=Integer,Description="Confidence interval around POS for imprecise variants">
##INFO=<ID=CIRPOS,Number=2,Type=Integer,Description="Confidence interval around remote breakend POS for imprecise variants">
##INFO=<ID=CQ,Number=1,Type=Float,Description="Breakpoint quality score before evidence reallocation">
##INFO=<ID=END,Number=1,Type=Integer,Description="Stop position of the interval">
##INFO=<ID=EVENT,Number=1,Type=String,Description="ID of event associated to breakend">
##INFO=<ID=HOMLEN,Number=.,Type=Integer,Description="Length of base pair identical micro-homology at event breakpoints">
##INFO=<ID=HOMSEQ,Number=.,Type=String,Description="Sequence of base pair identical micro-homology at event breakpoints">
##INFO=<ID=IC,Number=1,Type=Integer,Description="Count of read indels supporting breakpoint">
##INFO=<ID=IHOMPOS,Number=2,Type=Integer,Description="Position of inexact homology">
##INFO=<ID=IMPRECISE,Number=0,Type=Flag,Description="Imprecise structural variation">
##INFO=<ID=IQ,Number=1,Type=Float,Description="Quality score of read indels supporting breakpoint">
##INFO=<ID=PARID,Number=1,Type=String,Description="ID of partner breakend">
##INFO=<ID=RAS,Number=1,Type=Integer,Description="Count of assemblies supporting breakpoint from remote breakend">
##INFO=<ID=RASQ,Number=1,Type=Float,Description="Quality score of assemblies supporting breakpoint from remote breakend">
##INFO=<ID=REF,Number=1,Type=Integer,Description="Count of reads mapping across this breakend">
##INFO=<ID=REFPAIR,Number=1,Type=Integer,Description="Count of reference read pairs spanning this breakpoint supporting the reference allele">
##INFO=<ID=RP,Number=1,Type=Integer,Description="Count of read pairs supporting breakpoint">
##INFO=<ID=RPQ,Number=1,Type=Float,Description="Quality score of read pairs supporting breakpoint">
##INFO=<ID=RSI,Number=.,Type=Integer,Description="Support interval offsets of partner breakend.">
##INFO=<ID=SC,Number=1,Type=String,Description="CIGAR for displaying anchoring alignment of any contributing evidence and microhomologies.">
##INFO=<ID=SELF,Number=0,Type=Flag,Description="Indicates a breakpoint is self-intersecting">
##INFO=<ID=SI,Number=.,Type=Integer,Description="Support interval offsets from breakend position in which at least one supporting read/read pair/assembly is mapped.">
##INFO=<ID=SR,Number=1,Type=Integer,Description="Count of split reads supporting breakpoint">
##INFO=<ID=SRQ,Number=1,Type=Float,Description="Quality score of split reads supporting breakpoint">
##INFO=<ID=SVLEN,Number=.,Type=Integer,Description="Difference in length between REF and ALT alleles">
##INFO=<ID=SVTYPE,Number=1,Type=String,Description="Type of structural variant">
##contig=<ID=1,length=249250621>
##contig=<ID=2,length=243199373>
##contig=<ID=3,length=198022430>
##contig=<ID=4,length=191154276>
##contig=<ID=5,length=180915260>
##contig=<ID=6,length=171115067>
##contig=<ID=7,length=159138663>
##contig=<ID=8,length=146364022>
##contig=<ID=9,length=141213431>
##contig=<ID=10,length=135534747>
##contig=<ID=11,length=135006516>
##contig=<ID=12,length=133851895>
##contig=<ID=13,length=115169878>
##contig=<ID=14,length=107349540>
##contig=<ID=15,length=102531392>
##contig=<ID=16,length=90354753>
##contig=<ID=17,length=81195210>
##contig=<ID=18,length=78077248>
##contig=<ID=19,length=59128983>
##contig=<ID=20,length=63025520>
##contig=<ID=21,length=48129895>
##contig=<ID=22,length=51304566>
##contig=<ID=X,length=155270560>
##contig=<ID=Y,length=59373566>
##contig=<ID=MT,length=16569>
#CHROM	POS	ID	REF	ALT	QUAL	FILTER	INFO	FORMAT	D_NA12878.bam

6	119558950	gridss120_8413o	A	A]11:119615126]	1234.19	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=66;ASSR=0;BA=0;BAQ=0;BEID=asm198-70191,asm198-70193;BQ=0;BSC=0;BSCQ=0;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-253,253;CIRPOS=-275,275;CQ=1234.19;EVENT=gridss120_8413;IC=0;IMPRECISE;IQ=0;PARID=gridss120_8413h;RAS=2;RASQ=1234.19;REF=30;REFPAIR=8;RP=0;RPQ=0;SC=136M1X505N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:66:0:0:0:0:0:0:0:0:0:0:1234.19:1234.19:30:8:0:0:0:0

6	119559007	gridss120_23175o	G	G[11:107460747[	1794.78	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=106;ASSR=0;BA=0;BAQ=0;BEID=asm197-118594,asm197-118595;BQ=0;BSC=0;BSCQ=0;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-310,310;CIRPOS=-310,310;CQ=1794.78;EVENT=gridss120_23175;IC=0;IMPRECISE;IQ=0;PARID=gridss120_23175h;RAS=2;RASQ=1794.78;REF=30;REFPAIR=8;RP=0;RPQ=0;SC=136M1X619N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:106:0:0:0:0:0:0:0:0:0:0:1794.78:1794.78:30:8:0:0:0:0

6	145034636	gridss40_45695h	G	[2:152384506[G	549.62	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=41;ASSR=0;BA=15;BAQ=16946.9;BEID=asm40-82959;BQ=24114.1;BSC=7;BSCQ=124.21;BUM=550;BUMQ=7042.91;CAS=0;CASQ=0;CIPOS=-293,294;CIRPOS=-293,294;CQ=549.62;EVENT=gridss40_45695;IC=0;IMPRECISE;IQ=0;PARID=gridss40_45695o;RAS=1;RASQ=533;REF=19;REFPAIR=2;RP=2;RPQ=16.62;SC=1X586N1X130M;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:41:0:16946.9:24114.1:7:124.21:550:7042.91:0:0:0:549.62:533:19:2:2:16.62:0:0

7	4850900	gridss38_52571h	A	[2:133016252[A	3421.56	SINGLE_ASSEMBLY	AS=1;ASQ=2640.62;ASRP=186;ASSR=0;BA=3;BAQ=5489.55;BEID=asm127-124741;BQ=13742.6;BSC=96;BSCQ=1481.78;BUM=378;BUMQ=6771.29;CAS=0;CASQ=0;CIPOS=-257,258;CIRPOS=-78,78;CQ=3421.56;EVENT=gridss38_52571;IC=0;IMPRECISE;IQ=0;PARID=gridss38_52571o;RAS=0;RASQ=0;REF=20;REFPAIR=7;RP=94;RPQ=780.94;SC=1X514N1X193M;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:2640.62:186:0:5489.55:13742.6:96:1481.78:378:6771.29:0:0:0:3421.56:0:20:7:94:780.94:0:0

7	27307579	gridss129_19366o	T	T[14:88237340[	1267.16	SINGLE_ASSEMBLY	AS=1;ASQ=1092.69;ASRP=84;ASSR=0;BA=2;BAQ=139.64;BEID=asm129-51373;BQ=4254.86;BSC=16;BSCQ=379.38;BUM=219;BUMQ=3735.84;CAS=0;CASQ=0;CIPOS=-262,263;CIRPOS=-228,229;CQ=1267.16;EVENT=gridss129_19366;IC=0;IMPRECISE;IQ=0;PARID=gridss129_19366h;RAS=0;RASQ=0;REF=26;REFPAIR=9;RP=21;RPQ=174.47;SC=164M14D1X524N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:1092.69:84:0:139.64:4254.86:16:379.38:219:3735.84:0:0:0:1267.16:0:26:9:21:174.47:0:0

10	35310966	gridss38_5452h	C	C]2:133034985]	5769.43	SINGLE_ASSEMBLY	AS=1;ASQ=86.83;ASRP=8;ASSR=0;BA=1;BAQ=223.06;BEID=asm176-38416;BQ=20776.2;BSC=4;BSCQ=61.19;BUM=1067;BUMQ=20491.9;CAS=0;CASQ=0;CIPOS=-227,228;CIRPOS=0,1;CQ=5769.43;EVENT=gridss38_5452;IC=0;IMPRECISE;IQ=0;PARID=gridss38_5452o;RAS=0;RASQ=0;REF=17;REFPAIR=9;RP=684;RPQ=5682.6;SC=243M1X454N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:86.83:8:0:223.06:20776.2:4:61.19:1067:20491.9:0:0:0:5769.43:0:17:9:684:5682.6:0:0

11	1017158	gridss187_7773o	G	<DEL>	700.1	SINGLE_ASSEMBLY	AS=1;ASQ=550.72;ASRP=48;ASSR=0;BA=0;BAQ=0;BEID=asm187-8902;BQ=154.56;BSC=9;BSCQ=154.56;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-102,103;CIRPOS=-24,25;CQ=691.8;EVENT=gridss187_7773;IC=0;IMPRECISE;IQ=0;PARID=gridss187_7773h;RAS=0;RASQ=0;REF=162;REFPAIR=73;RP=18;RPQ=149.37;SC=470M27D1X204N1X;SR=0;SRQ=0;SVTYPE=DEL;END=1017453	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:550.72:48:0:0:154.56:9:154.56:0:0:0:0:0:700.1:0:162:73:18:149.37:0:0

11	1017453	gridss187_7773h	G	<DUP>	700.1	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=48;ASSR=0;BA=0;BAQ=0;BEID=asm187-8902;BQ=219.12;BSC=2;BSCQ=29.23;BUM=10;BUMQ=189.89;CAS=0;CASQ=0;CIPOS=-24,25;CIRPOS=-102,103;CQ=691.8;EVENT=gridss187_7773;IC=0;IMPRECISE;IQ=0;PARID=gridss187_7773o;RAS=1;RASQ=550.72;REF=261;REFPAIR=53;RP=18;RPQ=149.37;SC=1X48N1X604M;SR=0;SRQ=0;SVTYPE=DUP;END=1017158	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:48:0:0:219.12:2:29.23:10:189.89:0:0:0:700.1:550.72:261:53:18:149.37:0:0

11	107460747	gridss120_23175h	G	]6:119559007]G	1794.78	SINGLE_ASSEMBLY	AS=2;ASQ=1794.78;ASRP=106;ASSR=0;BA=22;BAQ=2852.69;BEID=asm197-118594,asm197-118595;BQ=17099.6;BSC=340;BSCQ=5194.42;BUM=504;BUMQ=9052.46;CAS=0;CASQ=0;CIPOS=-310,310;CIRPOS=-310,310;CQ=1794.78;EVENT=gridss120_23175;IC=0;IMPRECISE;IQ=0;PARID=gridss120_23175o;RAS=0;RASQ=0;REF=26;REFPAIR=3;RP=0;RPQ=0;SC=1X619N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:1794.78:106:0:2852.69:17099.6:340:5194.42:504:9052.46:0:0:0:1794.78:0:26:3:0:0:0:0

11	119615126	gridss120_8413h	G	G]6:119558950]	1234.19	SINGLE_ASSEMBLY	AS=2;ASQ=1234.19;ASRP=66;ASSR=0;BA=4;BAQ=348.56;BEID=asm198-70191,asm198-70193;BQ=6397.94;BSC=29;BSCQ=448;BUM=304;BUMQ=5601.38;CAS=0;CASQ=0;CIPOS=-275,275;CIRPOS=-253,253;CQ=1234.19;EVENT=gridss120_8413;IC=0;IMPRECISE;IQ=0;PARID=gridss120_8413o;RAS=0;RASQ=0;REF=29;REFPAIR=9;RP=0;RPQ=0;SC=1X549N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:1234.19:66:0:348.56:6397.94:29:448:304:5601.38:0:0:0:1234.19:0:29:9:0:0:0:0

12	38537031	gridss204_3710o	C	C]14:88238009]	11107.6	SINGLE_ASSEMBLY	AS=1;ASQ=3655.38;ASRP=354;ASSR=0;BA=1;BAQ=80.96;BEID=asm204-47730;BQ=4912.31;BSC=2;BSCQ=37.66;BUM=237;BUMQ=4793.69;CAS=0;CASQ=0;CIPOS=-155,155;CIRPOS=-179,179;CQ=11439.9;EVENT=gridss204_3710;IC=0;IMPRECISE;IQ=0;PARID=gridss204_3710h;RAS=0;RASQ=0;REF=37;REFPAIR=11;RP=897;RPQ=7452.18;SC=176M1X309N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:3655.38:354:0:80.96:4912.31:2:37.66:237:4793.69:0:0:0:11107.6:0:37:11:897:7452.18:0:0

12	104382736	gridss211_2291o	C	<INV>	634.32	.	AS=1;ASQ=112.37;ASRP=40;ASSR=0;BA=1;BAQ=133.77;BEID=asm211-30670,asm213-50515;BQ=255.29;BSC=1;BSCQ=16.63;BUM=5;BUMQ=104.89;CAS=0;CASQ=0;CIPOS=-193,194;CIRPOS=-193,194;CQ=634.32;EVENT=gridss211_2291;IC=0;IMPRECISE;IQ=0;PARID=gridss211_2291h;RAS=1;RASQ=397.34;REF=38;REFPAIR=9;RP=15;RPQ=124.62;SC=509M1X386N1X;SR=0;SRQ=0;SVTYPE=INV;END=125801357	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:112.37:40:0:133.77:255.29:1:16.63:5:104.89:0:0:0:634.32:397.34:38:9:15:124.62:0:0

12	125801357	gridss211_2291h	C	<INV>	634.32	.	AS=1;ASQ=397.34;ASRP=40;ASSR=0;BA=1;BAQ=939.26;BEID=asm211-30670,asm213-50515;BQ=2224;BSC=37;BSCQ=697.34;BUM=28;BUMQ=587.4;CAS=0;CASQ=0;CIPOS=-193,194;CIRPOS=-193,194;CQ=634.32;EVENT=gridss211_2291;IC=0;IMPRECISE;IQ=0;PARID=gridss211_2291o;RAS=1;RASQ=112.37;REF=20;REFPAIR=0;RP=15;RPQ=124.62;SC=255M1X386N1X;SR=0;SRQ=0;SVTYPE=INV;END=104382736	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:397.34:40:0:939.26:2224:37:697.34:28:587.4:0:0:0:634.32:112.37:20:0:15:124.62:0:0

14	88237313	gridss61_22948h	C	]3:116818750]C	818.71	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=44;ASSR=0;BA=0;BAQ=0;BEID=asm61-45495;BQ=0;BSC=0;BSCQ=0;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-255,256;CIRPOS=-277,278;CQ=818.71;EVENT=gridss61_22948;IC=0;IMPRECISE;IQ=0;PARID=gridss61_22948o;RAS=1;RASQ=785.48;REF=27;REFPAIR=7;RP=4;RPQ=33.23;SC=1X510N1X196M;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:44:0:0:0:0:0:0:0:0:0:0:818.71:785.48:27:7:4:33.23:0:0

14	88237340	gridss129_19366h	C	]7:27307579]C	1267.16	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=84;ASSR=0;BA=0;BAQ=0;BEID=asm129-51373;BQ=0;BSC=0;BSCQ=0;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-228,229;CIRPOS=-262,263;CQ=1267.16;EVENT=gridss129_19366;IC=0;IMPRECISE;IQ=0;PARID=gridss129_19366o;RAS=1;RASQ=1092.69;REF=27;REFPAIR=9;RP=21;RPQ=174.47;SC=1X456N1X260M;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:84:0:0:0:0:0:0:0:0:0:0:1267.16:1092.69:27:9:21:174.47:0:0

14	88238009	gridss204_3710h	G	G]12:38537031]	11107.6	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=354;ASSR=0;BA=0;BAQ=0;BEID=asm204-47730;BQ=0;BSC=0;BSCQ=0;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-179,179;CIRPOS=-155,155;CQ=11439.9;EVENT=gridss204_3710;IC=0;IMPRECISE;IQ=0;PARID=gridss204_3710o;RAS=1;RASQ=3655.38;REF=26;REFPAIR=5;RP=897;RPQ=7452.18;SC=262M1X357N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:354:0:0:0:0:0:0:0:0:0:0:11107.6:3655.38:26:5:897:7452.18:0:0

17	31150138	gridss38_5619h	T	T]2:133036308]	2035.43	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=17;ASSR=0;BA=1;BAQ=278.62;BEID=asm38-22111;BQ=144866;BSC=4472;BSCQ=100556;BUM=2102;BUMQ=44031;CAS=0;CASQ=0;CIPOS=-251,251;CIRPOS=-230,230;CQ=2035.43;EVENT=gridss38_5619;IC=0;IMPRECISE;IQ=0;PARID=gridss38_5619o;RAS=1;RASQ=141.23;REF=34;REFPAIR=5;RP=228;RPQ=1894.2;SC=282M1X501N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:17:0:278.62:144866:4472:100556:2102:44031:0:0:0:2035.43:141.23:34:5:228:1894.2:0:0

17	45234113	gridss38_52929h	A	[2:133019621[A	581.55	SINGLE_ASSEMBLY	AS=1;ASQ=548.32;ASRP=53;ASSR=0;BA=1;BAQ=3991.18;BEID=asm263-126275;BQ=8610.24;BSC=270;BSCQ=4041.35;BUM=32;BUMQ=577.7;CAS=0;CASQ=0;CIPOS=-165,166;CIRPOS=-70,70;CQ=581.55;EVENT=gridss38_52929;IC=0;IMPRECISE;IQ=0;PARID=gridss38_52929o;RAS=0;RASQ=0;REF=31;REFPAIR=6;RP=4;RPQ=33.23;SC=1X330N1X142M;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:548.32:53:0:3991.18:8610.24:270:4041.35:32:577.7:0:0:0:581.55:0:31:6:4:33.23:0:0

19	20161600	gridss278_10508o	T	]20:15771541]T	661.23	SINGLE_ASSEMBLY	AS=0;ASQ=0;ASRP=37;ASSR=0;BA=0;BAQ=0;BEID=asm283-38416;BQ=26.39;BSC=2;BSCQ=26.39;BUM=0;BUMQ=0;CAS=0;CASQ=0;CIPOS=-135,135;CIRPOS=-280,280;CQ=661.23;EVENT=gridss278_10508;IC=0;IMPRECISE;IQ=0;PARID=gridss278_10508h;RAS=1;RASQ=470.15;REF=27;REFPAIR=17;RP=23;RPQ=191.08;SC=1X269N1X80M1D6M2D50M227D87M;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:0:37:0:0:26.39:2:26.39:0:0:0:0:0:661.23:470.15:27:17:23:191.08:0:0

20	15771541	gridss278_10508h	A	A[19:20161600[	661.23	SINGLE_ASSEMBLY	AS=1;ASQ=470.15;ASRP=37;ASSR=0;BA=3;BAQ=3288.27;BEID=asm283-38416;BQ=6123.16;BSC=8;BSCQ=235.51;BUM=124;BUMQ=2599.37;CAS=0;CASQ=0;CIPOS=-280,280;CIRPOS=-135,135;CQ=661.23;EVENT=gridss278_10508;IC=0;IMPRECISE;IQ=0;PARID=gridss278_10508o;RAS=0;RASQ=0;REF=37;REFPAIR=6;RP=23;RPQ=191.08;SC=65M8D1X559N1X;SR=0;SRQ=0;SVTYPE=BND	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:470.15:37:0:3288.27:6123.16:8:235.51:124:2599.37:0:0:0:661.23:0:37:6:23:191.08:0:0

20	25840211	gridss284_10921o	C	<DUP>	569.54	SINGLE_ASSEMBLY	AS=1;ASQ=528;ASRP=44;ASSR=0;BA=1;BAQ=105.96;BEID=asm284-95399;BQ=990.54;BSC=1;BSCQ=16.04;BUM=47;BUMQ=868.55;CAS=0;CASQ=0;CIPOS=-243,243;CIRPOS=-233,233;CQ=569.54;EVENT=gridss284_10921;IC=0;IMPRECISE;IQ=0;PARID=gridss284_10921h;RAS=0;RASQ=0;REF=23;REFPAIR=6;RP=5;RPQ=41.54;SC=1X485N1X26D196M;SR=0;SRQ=0;SVTYPE=DUP;END=25848997	GT:ASQ:ASRP:ASSR:BAQ:BQ:BSC:BSCQ:BUM:BUMQ:CASQ:IC:IQ:QUAL:RASQ:REF:REFPAIR:RP:RPQ:SR:SRQ	.:528:44:0:105.96:990.54:1:16.04:47:868.55:0:0:0:569.54:0:23:6:5:41.54:0:0

